episode_id,timestep,bs_status
30,317,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,318,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,319,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,320,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,321,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,322,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,323,"[1, 1, 0, 0, 0, 0, 1, 0, 1]"
30,324,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,325,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,326,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,327,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,328,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,329,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,330,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,331,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,332,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,333,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,334,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,335,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,336,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,337,"[0, 1, 1, 0, 0, 0, 0, 0, 0]"
30,338,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,339,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,340,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
30,341,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,342,"[1, 0, 1, 1, 1, 1, 1, 0, 1]"
30,343,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,344,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,345,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,346,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,347,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,348,"[0, 0, 1, 0, 0, 0, 0, 1, 0]"
30,349,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,350,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,351,"[0, 1, 0, 1, 0, 0, 0, 0, 0]"
30,352,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,353,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,354,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,355,"[1, 1, 0, 0, 1, 0, 1, 0, 1]"
30,356,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,357,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,358,"[1, 1, 1, 1, 1, 1, 1, 0, 1]"
30,359,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,360,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,361,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,362,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,363,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,364,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,365,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,366,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,367,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,368,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,369,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,370,"[1, 0, 0, 0, 1, 1, 1, 1, 1]"
30,371,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,372,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,373,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,374,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,375,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,376,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,377,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,378,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,379,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,380,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,381,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,382,"[1, 0, 0, 1, 1, 1, 1, 0, 1]"
30,383,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,384,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,385,"[0, 0, 1, 0, 0, 0, 0, 1, 0]"
30,386,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
30,387,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,388,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,389,"[0, 1, 0, 1, 0, 0, 0, 0, 0]"
30,390,"[1, 0, 1, 1, 1, 1, 1, 1, 1]"
30,391,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,392,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,393,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,394,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,395,"[1, 1, 0, 0, 0, 0, 0, 1, 1]"
30,396,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,397,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,398,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,399,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,400,"[0, 1, 1, 0, 0, 0, 0, 1, 0]"
30,401,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,402,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,403,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,404,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,405,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,406,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,407,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,408,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,409,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
30,410,"[0, 0, 1, 1, 1, 1, 1, 0, 0]"
30,411,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,412,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,413,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
30,414,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,415,"[1, 0, 0, 0, 1, 1, 1, 1, 1]"
30,416,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,417,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,418,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,419,"[1, 0, 1, 1, 1, 1, 1, 1, 1]"
30,420,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,421,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,422,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,423,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,424,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,425,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,426,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,427,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,428,"[1, 0, 1, 1, 1, 1, 1, 1, 1]"
30,429,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,430,"[1, 0, 0, 1, 0, 1, 1, 1, 1]"
30,431,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,432,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,433,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
30,434,"[1, 1, 1, 1, 1, 1, 1, 1, 0]"
30,435,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,436,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,437,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,438,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,439,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,440,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,441,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,442,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,443,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,444,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,445,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,446,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,447,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,448,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,449,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,450,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,451,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,452,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,453,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,454,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,455,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,456,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,457,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,458,"[0, 0, 1, 1, 1, 1, 1, 1, 0]"
30,459,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,460,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,461,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
30,462,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,463,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,464,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,465,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,466,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,467,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,468,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,469,"[1, 1, 1, 1, 1, 1, 1, 0, 1]"
30,470,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,471,"[1, 0, 1, 0, 1, 1, 1, 0, 1]"
30,472,"[1, 0, 0, 0, 1, 1, 1, 1, 1]"
30,473,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,474,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,475,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,476,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,477,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,478,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,479,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,480,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,481,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,482,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
30,483,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,484,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,485,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
30,486,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,487,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,488,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,489,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,490,"[1, 0, 0, 0, 0, 0, 0, 1, 1]"
30,491,"[1, 0, 1, 0, 0, 0, 1, 0, 1]"
30,492,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,493,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,494,"[1, 1, 1, 1, 1, 1, 1, 0, 1]"
30,495,"[1, 0, 0, 1, 1, 1, 1, 0, 1]"
30,496,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,497,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,498,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,499,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,2,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,3,"[1, 0, 0, 0, 1, 1, 1, 1, 1]"
31,4,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,5,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,6,"[0, 1, 0, 0, 0, 1, 0, 0, 0]"
31,7,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,8,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,9,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,11,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,12,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,13,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,14,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,15,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,16,"[1, 0, 1, 1, 1, 1, 1, 0, 1]"
31,17,"[1, 1, 1, 1, 1, 1, 1, 0, 1]"
31,18,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,19,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,20,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,21,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,22,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,23,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,24,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,25,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,26,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,27,"[1, 0, 1, 0, 0, 0, 0, 0, 1]"
31,28,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,29,"[0, 0, 0, 0, 0, 1, 0, 1, 0]"
31,30,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,31,"[1, 1, 1, 1, 1, 1, 1, 1, 0]"
31,32,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,33,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,34,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,35,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,36,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,37,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,38,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,39,"[1, 0, 1, 1, 1, 1, 1, 0, 1]"
31,40,"[1, 0, 1, 1, 1, 1, 1, 1, 1]"
31,41,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,42,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,43,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,44,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,45,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,46,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,47,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,48,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,49,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,50,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,51,"[1, 0, 1, 1, 1, 1, 1, 0, 1]"
31,52,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,53,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,54,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
31,55,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,56,"[0, 0, 1, 0, 1, 1, 1, 1, 0]"
31,57,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,58,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,59,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,60,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,61,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,62,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,63,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,64,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,65,"[1, 0, 1, 1, 1, 1, 1, 0, 1]"
31,66,"[1, 0, 1, 0, 1, 1, 1, 0, 1]"
31,67,"[1, 0, 1, 1, 1, 1, 1, 1, 1]"
31,68,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,69,"[1, 0, 0, 1, 1, 1, 1, 0, 1]"
31,70,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,71,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,72,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,73,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,74,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,75,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,76,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,77,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,78,"[0, 1, 1, 0, 1, 1, 1, 0, 0]"
31,79,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,80,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,81,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,82,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,83,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,84,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,85,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,86,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,87,"[1, 0, 1, 0, 1, 1, 1, 0, 1]"
31,88,"[1, 0, 0, 1, 1, 1, 1, 1, 1]"
31,89,"[1, 0, 1, 1, 1, 1, 1, 1, 1]"
31,90,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,91,"[1, 1, 1, 1, 1, 1, 1, 0, 1]"
31,92,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,93,"[1, 0, 0, 0, 1, 1, 1, 1, 1]"
31,94,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,95,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,96,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,97,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,98,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,99,"[1, 0, 1, 1, 1, 1, 1, 0, 1]"
31,100,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,101,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,102,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,103,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,104,"[0, 1, 0, 0, 1, 1, 1, 0, 0]"
31,105,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,106,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
31,107,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,108,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,109,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,110,"[1, 0, 0, 1, 1, 1, 1, 0, 1]"
31,111,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,112,"[1, 0, 0, 0, 1, 1, 1, 0, 1]"
31,113,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,114,"[1, 0, 0, 1, 0, 1, 1, 0, 1]"
31,115,"[1, 0, 0, 1, 1, 1, 1, 0, 1]"
31,116,"[1, 0, 1, 1, 1, 1, 1, 0, 1]"
31,117,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,118,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,119,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,120,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,121,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,122,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,123,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,124,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
31,125,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,126,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,127,"[1, 1, 1, 1, 1, 1, 1, 1, 0]"
31,128,"[0, 1, 0, 0, 0, 1, 1, 1, 0]"
31,129,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,130,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,131,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,132,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,133,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,134,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,135,"[1, 0, 0, 1, 1, 1, 1, 0, 1]"
31,136,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,137,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
31,138,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,139,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,140,"[1, 0, 1, 1, 1, 1, 1, 1, 1]"
31,141,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,142,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,143,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,144,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,145,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,146,"[1, 0, 0, 1, 1, 1, 1, 0, 1]"
31,147,"[1, 0, 0, 0, 1, 1, 1, 1, 1]"
31,148,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,149,"[0, 1, 1, 1, 1, 1, 1, 0, 0]"
31,150,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
31,151,"[0, 1, 0, 0, 0, 1, 0, 0, 0]"
31,152,"[0, 0, 1, 0, 1, 1, 1, 0, 0]"
31,153,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,154,"[1, 0, 0, 1, 1, 1, 1, 0, 1]"
31,155,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,156,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,157,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,158,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,159,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,160,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,161,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,162,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,163,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,164,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,165,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,166,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,167,"[1, 1, 0, 1, 1, 1, 1, 0, 1]"
31,168,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,169,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,170,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,171,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,172,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,173,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,174,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,175,"[0, 0, 1, 0, 1, 1, 1, 0, 0]"
31,176,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,177,"[1, 1, 1, 1, 1, 1, 1, 1, 0]"
31,178,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,179,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,180,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,181,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,182,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,183,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,184,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,185,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,186,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,187,"[1, 1, 0, 1, 1, 1, 1, 0, 1]"
31,188,"[1, 1, 1, 0, 0, 1, 1, 0, 1]"
31,189,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,190,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,191,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,192,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,193,"[1, 1, 0, 0, 0, 0, 1, 0, 1]"
31,194,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,195,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,196,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,197,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
31,198,"[1, 1, 1, 1, 1, 1, 1, 1, 0]"
31,199,"[0, 1, 1, 0, 0, 0, 0, 0, 0]"
31,200,"[0, 0, 0, 1, 0, 1, 1, 0, 0]"
31,201,"[0, 0, 1, 1, 1, 1, 1, 1, 0]"
31,202,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,203,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,204,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,205,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,206,"[1, 0, 0, 0, 1, 0, 1, 1, 1]"
31,207,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,208,"[1, 0, 1, 0, 0, 1, 0, 0, 1]"
31,209,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,210,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,211,"[1, 0, 0, 1, 1, 1, 1, 0, 1]"
31,212,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,213,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,214,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,215,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,216,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,217,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,218,"[1, 1, 0, 0, 1, 1, 1, 0, 1]"
31,219,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,220,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,221,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
31,222,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,223,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,224,"[0, 0, 0, 0, 1, 1, 1, 1, 0]"
31,225,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
31,226,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,227,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
